title,abstract,subjects,publisher,uri,doi,language,search_text
Polnische Bürgermeister und der Holocaust,This is the first study on the role played by Polish mayors in the German-occupied General Government. How did they work with the occupiers? How did they behave in relation to the persecution of the Jews? And how did they administer their towns? This volume finds answers to these questions by looking at twelve selected mayors and combining micro-historical and collective-biographical approaches.,,De Gruyter,https://directory.doabooks.org/handle/20.500.12854/147543,10.1515/978311075006,ger,Title: Polnische Bürgermeister und der Holocaust. Abstract: This is the first study on the role played by Polish mayors in the German-occupied General Government. How did they work with the occupiers? How did they behave in relation to the persecution of the Jews? And how did they administer their towns? This volume finds answers to these questions by looking at twelve selected mayors and combining micro-historical and collective-biographical approaches.. Subjects: 
The Importance of Iron in Pathophysiologic Conditions,"The iron element (Fe) is strictly required for the survival of most forms of life, including bacteria, plants and humans. Fine-tuned regulatory mechanisms for Fe absorption, mobilization and recycling operate to maintain Fe homeostasis, the disruption of which leads to Fe overload or Fe depletion. Whereas the deleterious effect of Fe deficiency relies on reduced oxygen transport and diminished activity of Fe-dependent enzymes, the cytotoxicity induced by Fe overload is due to the ability of this metal to act as a pro-oxidant and catalyze the formation of highly reactive hydroxyl radicals via the Fenton chemistry. This results in unfettered oxidative stress generation that, by inducing protein, lipid and DNA oxidation, leads to Fe-mediated programmed cell death and organ dysfunction. Major and systemic Fe overloads occurring in hemochromatosis and Fe-loading anemias have been extensively studied. However, localized tissue Fe overload was recently associated to a variety of pathologies, such as infection, inflammation, cancer, cardiovascular and neurodegenerative disorders. In keeping with the existence of cross-regulatory interactions between Fe homeostasis and the pathophysiology of these diseases, further investigations on the mechanisms that provide cellular and systemic adaptation to tissue Fe overload are instrumental for future therapeutic approaches. Thus, we encourage our colleagues to submit original research papers, reviews, perspectives, methods and technology reports to contribute their findings to a current state of the art on a comprehensive overview of the importance of iron metabolism in pathophysiologic conditions.",,Frontiers Media SA,https://directory.doabooks.org/handle/20.500.12854/50045,10.3389/978-2-88919-524-4,eng,"Title: The Importance of Iron in Pathophysiologic Conditions. Abstract: The iron element (Fe) is strictly required for the survival of most forms of life, including bacteria, plants and humans. Fine-tuned regulatory mechanisms for Fe absorption, mobilization and recycling operate to maintain Fe homeostasis, the disruption of which leads to Fe overload or Fe depletion. Whereas the deleterious effect of Fe deficiency relies on reduced oxygen transport and diminished activity of Fe-dependent enzymes, the cytotoxicity induced by Fe overload is due to the ability of this metal to act as a pro-oxidant and catalyze the formation of highly reactive hydroxyl radicals via the Fenton chemistry. This results in unfettered oxidative stress generation that, by inducing protein, lipid and DNA oxidation, leads to Fe-mediated programmed cell death and organ dysfunction. Major and systemic Fe overloads occurring in hemochromatosis and Fe-loading anemias have been extensively studied. However, localized tissue Fe overload was recently associated to a variety of pathologies, such as infection, inflammation, cancer, cardiovascular and neurodegenerative disorders. In keeping with the existence of cross-regulatory interactions between Fe homeostasis and the pathophysiology of these diseases, further investigations on the mechanisms that provide cellular and systemic adaptation to tissue Fe overload are instrumental for future therapeutic approaches. Thus, we encourage our colleagues to submit original research papers, reviews, perspectives, methods and technology reports to contribute their findings to a current state of the art on a comprehensive overview of the importance of iron metabolism in pathophysiologic conditions.. Subjects: "
Chapter Intelligenza artificiale e strumenti digitali del mercato dell’arte. Considerazioni introduttive,"Starting from the inseparable link between art, person, and creativity, the artistic nature of works generated solely by AI is excluded. However, intelligent technologies such as blockchain and NFTs provide new tools to enhance legal protection, ensuring authenticity, traceability, and legitimate use. The text calls for a rethinking of traditional legal categories, emphasizing the regulatory potential of digital systems in the artistic and cultural sectors.",,Firenze University Press,https://directory.doabooks.org/handle/20.500.12854/163296,10.36253/979-12-215-0702-7.11,ita,"Title: Chapter Intelligenza artificiale e strumenti digitali del mercato dell’arte. Considerazioni introduttive. Abstract: Starting from the inseparable link between art, person, and creativity, the artistic nature of works generated solely by AI is excluded. However, intelligent technologies such as blockchain and NFTs provide new tools to enhance legal protection, ensuring authenticity, traceability, and legitimate use. The text calls for a rethinking of traditional legal categories, emphasizing the regulatory potential of digital systems in the artistic and cultural sectors.. Subjects: "
The Field of Musical Improvisation,"The central aim of this book is to present a new approach to “the field of musical improvisation” (FMI), a theory which understands improvisation as a nonlinear dynamic and complex system. The study provocatively argues that during an improvisation more actants are “at work” than musicians alone: space, acoustics, instruments, audience, technicians, musical and socio-cultural backgrounds, technology, and the like all play a significant role. However, not all of these actants determine every improvisation to the same extent; some are more prominent and active than others in certain situations (periods, styles, cultures, as well as more singular circumstances). Therefore, the FMI theory will prove to be more than a theory dealing with improvisation “in general”. Rather, FMI emphasizes singularity: each improvisation thus yields a different network of actants and interactions, a unique configuration or assembly.",,Leiden University Press,https://directory.doabooks.org/handle/20.500.12854/68258,10.24415/9789400603011,eng,"Title: The Field of Musical Improvisation. Abstract: The central aim of this book is to present a new approach to “the field of musical improvisation” (FMI), a theory which understands improvisation as a nonlinear dynamic and complex system. The study provocatively argues that during an improvisation more actants are “at work” than musicians alone: space, acoustics, instruments, audience, technicians, musical and socio-cultural backgrounds, technology, and the like all play a significant role. However, not all of these actants determine every improvisation to the same extent; some are more prominent and active than others in certain situations (periods, styles, cultures, as well as more singular circumstances). Therefore, the FMI theory will prove to be more than a theory dealing with improvisation “in general”. Rather, FMI emphasizes singularity: each improvisation thus yields a different network of actants and interactions, a unique configuration or assembly.. Subjects: "
The Workshop for Morality,"This volume is a remarkable study of a most unusual pesantren. Officially known as Pesantren Daarut Tauhid, this pesantren was located in Bandung and flourished at the beginning of a period of Islamic resurgence in Indonesia. More commonly referred to as the Bengkel Akhlaq, this 'Workshop for Morality' exerted a special appeal to groups of young urban Muslims, particularly students. Its founder was H. K. Abdullah Gymnastiar, popularly known as Aa Gym, who later went on to become one of Indonesia's most important Muslim preachers and television celebrities. The Workshop for Morality is a superb work of both historical and ethnographic relevance that reflects the capacity of its author, Dindin Solahudin, to capture a critical moment in the development of Islam in contemporary Indonesian society.",,ANU Press,https://directory.doabooks.org/handle/20.500.12854/116268,10.2307/j.ctt24hd6m,eng,"Title: The Workshop for Morality. Abstract: This volume is a remarkable study of a most unusual pesantren. Officially known as Pesantren Daarut Tauhid, this pesantren was located in Bandung and flourished at the beginning of a period of Islamic resurgence in Indonesia. More commonly referred to as the Bengkel Akhlaq, this 'Workshop for Morality' exerted a special appeal to groups of young urban Muslims, particularly students. Its founder was H. K. Abdullah Gymnastiar, popularly known as Aa Gym, who later went on to become one of Indonesia's most important Muslim preachers and television celebrities. The Workshop for Morality is a superb work of both historical and ethnographic relevance that reflects the capacity of its author, Dindin Solahudin, to capture a critical moment in the development of Islam in contemporary Indonesian society.. Subjects: "
Remote Sensing for Precision Nitrogen Management,"This book focuses on the fundamental and applied research of the non-destructive estimation and diagnosis of crop leaf and plant nitrogen status and in-season nitrogen management strategies based on leaf sensors, proximal canopy sensors, unmanned aerial vehicle remote sensing, manned aerial remote sensing and satellite remote sensing technologies. Statistical and machine learning methods are used to predict plant-nitrogen-related parameters with sensor data or sensor data together with soil, landscape, weather and/or management information. Different sensing technologies or different modelling approaches are compared and evaluated. Strategies are developed to use crop sensing data for in-season nitrogen recommendations to improve nitrogen use efficiency and protect the environment.",,MDPI - Multidisciplinary Digital Publishing Institute,https://directory.doabooks.org/handle/20.500.12854/94502,10.3390/books978-3-0365-5710-6,eng,"Title: Remote Sensing for Precision Nitrogen Management. Abstract: This book focuses on the fundamental and applied research of the non-destructive estimation and diagnosis of crop leaf and plant nitrogen status and in-season nitrogen management strategies based on leaf sensors, proximal canopy sensors, unmanned aerial vehicle remote sensing, manned aerial remote sensing and satellite remote sensing technologies. Statistical and machine learning methods are used to predict plant-nitrogen-related parameters with sensor data or sensor data together with soil, landscape, weather and/or management information. Different sensing technologies or different modelling approaches are compared and evaluated. Strategies are developed to use crop sensing data for in-season nitrogen recommendations to improve nitrogen use efficiency and protect the environment.. Subjects: "
Personal property law in Nigeria,"This book addresses core issues of personal property law in Nigeria from a comparative perspective. It offers a detailed account of the laws governing personal property and the different lightweight reforms undertaken mainly through case law before the enactment of the Secured Transactions in Movable Assets Act in 2017. The book draws insights from the United States UCC article 9, being unarguably the first law that introduced the concept of modern secured transactions law, and was influential to many common and civilian law systems in reforming their personal property laws. Given that personal property law is fairly new in Nigeria, and also in Africa in general, the main aim of the book is to provide judges and academic researchers with a rich collection of tested solutions from jurisdictions that have experimented with modern secured transactions law for several decades. The primary and secondary works that were referenced in the book have tracked the different epochal shifts in legal thinking and their significances. This may assist scholars and judges in Nigeria to come up with bespoke interpretations of the Act and solutions to underlying problems on credit and security, that will satisfy the local conditions as opposed to copying the unaltered solutions from the United States and other advanced systems.",,Pretoria University Law Press (PULP),https://directory.doabooks.org/handle/20.500.12854/56037,,,"Title: Personal property law in Nigeria. Abstract: This book addresses core issues of personal property law in Nigeria from a comparative perspective. It offers a detailed account of the laws governing personal property and the different lightweight reforms undertaken mainly through case law before the enactment of the Secured Transactions in Movable Assets Act in 2017. The book draws insights from the United States UCC article 9, being unarguably the first law that introduced the concept of modern secured transactions law, and was influential to many common and civilian law systems in reforming their personal property laws. Given that personal property law is fairly new in Nigeria, and also in Africa in general, the main aim of the book is to provide judges and academic researchers with a rich collection of tested solutions from jurisdictions that have experimented with modern secured transactions law for several decades. The primary and secondary works that were referenced in the book have tracked the different epochal shifts in legal thinking and their significances. This may assist scholars and judges in Nigeria to come up with bespoke interpretations of the Act and solutions to underlying problems on credit and security, that will satisfy the local conditions as opposed to copying the unaltered solutions from the United States and other advanced systems.. Subjects: "
Formatives Assessment auf Basis von maschinellem Lernen,,,Logos Verlag Berlin,https://directory.doabooks.org/handle/20.500.12854/158901,10.30819/5842,ger,Title: Formatives Assessment auf Basis von maschinellem Lernen. Abstract: . Subjects: 
La dimensione normativa dell'imprenditorialit&agrave; accademica,"How does the current regulatory change in academic work influence the emergence of innovative commercial behaviours among industrial engineers within public universities? In particular, an attempt was made to reconstruct the emergence of an entrepreneurial regulatory dimension as a social construction process involving the main investigators and research groups in third academic mission activities. An in-depth qualitative analysis is carried out based on semi-structured interviews with academic engineering personnel, against the background of a reconstruction of both the development of industrial engineering as an academic discipline, and a recognition of the main changes that have taken place in the Italian academic field in recent years.",,Firenze University Press,https://directory.doabooks.org/handle/20.500.12854/45183,10.36253/978-88-6453-571-5,,"Title: La dimensione normativa dell'imprenditorialit&agrave; accademica. Abstract: How does the current regulatory change in academic work influence the emergence of innovative commercial behaviours among industrial engineers within public universities? In particular, an attempt was made to reconstruct the emergence of an entrepreneurial regulatory dimension as a social construction process involving the main investigators and research groups in third academic mission activities. An in-depth qualitative analysis is carried out based on semi-structured interviews with academic engineering personnel, against the background of a reconstruction of both the development of industrial engineering as an academic discipline, and a recognition of the main changes that have taken place in the Italian academic field in recent years.. Subjects: "
Education and Pedagogy / Educación y pedagogía,"The motivation to dedicate a volume of the Conservation 360° series to education and pedagogy arose during the COVID years 2020 and 2021, when conservation-restoration teachers were forced to suddenly change the format of their lessons. In Europe, an informal and international group called AcCESS (Academic Conservation Education Sharing Site) was formed to share and support each other on how to teach online. It was soon realized that the challenges associated with the curriculum were larger and deeper than the shift from face-to-face to online format. It was also realized that the literature available both at the level of curriculum structure and at the level of classroom didactics was sparse, and that teachers mostly relied on their experience as students, personal contacts with other teachers, or general didactic publications not related to the field of conservation-restoration. The present volume aims to fill this gap by collecting reflections and experiences on the evolution of the curriculum and its role in defining the profession, and by tracing important changes in the education of conservators-restorers, both in terms of the decolonization of the discipline and the role of curricula in addressing societal and environmental challenges such as climate change. This monograph has obtained the CEA/APQ Seal of Quality in Academic Publishing in 2024",,Universitat Politècnica de València Editorial,https://directory.doabooks.org/handle/20.500.12854/168365,10.4995/360.2024.670101,eng,"Title: Education and Pedagogy / Educación y pedagogía. Abstract: The motivation to dedicate a volume of the Conservation 360° series to education and pedagogy arose during the COVID years 2020 and 2021, when conservation-restoration teachers were forced to suddenly change the format of their lessons. In Europe, an informal and international group called AcCESS (Academic Conservation Education Sharing Site) was formed to share and support each other on how to teach online. It was soon realized that the challenges associated with the curriculum were larger and deeper than the shift from face-to-face to online format. It was also realized that the literature available both at the level of curriculum structure and at the level of classroom didactics was sparse, and that teachers mostly relied on their experience as students, personal contacts with other teachers, or general didactic publications not related to the field of conservation-restoration. The present volume aims to fill this gap by collecting reflections and experiences on the evolution of the curriculum and its role in defining the profession, and by tracing important changes in the education of conservators-restorers, both in terms of the decolonization of the discipline and the role of curricula in addressing societal and environmental challenges such as climate change. This monograph has obtained the CEA/APQ Seal of Quality in Academic Publishing in 2024. Subjects: "
Surface and Interface Modification of Graphite and Graphene-Based Materials for Energy and Sensor Applications,"Surface and Interface Modification of Graphite and Graphene-Based Materials for Energy and Sensor Applications delves into the latest advancements in carbon-based materials, focusing on how their surface and interface modifications enhance performance in critical applications. This comprehensive collection covers topics such as energy storage, fuel cells, hydrogen storage, biosensors, and environmental monitoring devices. Featuring cutting-edge research on the synthesis and functionalization of graphite and graphene composites, the Special Issue highlights the importance of optimizing these materials for use in supercapacitors, gas sensors, liquid sensors, and more. Written by leading experts in the field, this Reprint serves as an essential reference for researchers, engineers, and professionals working in materials science, nanotechnology, and renewable energy. It is particularly relevant for those seeking to harness the unique properties of graphite and graphene for innovative solutions in energy and sensing technologies. Whether you are developing next-generation batteries or creating ultra-sensitive biosensors, this volume offers valuable insights into the future of carbon-based materials.",,MDPI - Multidisciplinary Digital Publishing Institute,https://directory.doabooks.org/handle/20.500.12854/165167,10.3390/books978-3-7258-3310-8,eng,"Title: Surface and Interface Modification of Graphite and Graphene-Based Materials for Energy and Sensor Applications. Abstract: Surface and Interface Modification of Graphite and Graphene-Based Materials for Energy and Sensor Applications delves into the latest advancements in carbon-based materials, focusing on how their surface and interface modifications enhance performance in critical applications. This comprehensive collection covers topics such as energy storage, fuel cells, hydrogen storage, biosensors, and environmental monitoring devices. Featuring cutting-edge research on the synthesis and functionalization of graphite and graphene composites, the Special Issue highlights the importance of optimizing these materials for use in supercapacitors, gas sensors, liquid sensors, and more. Written by leading experts in the field, this Reprint serves as an essential reference for researchers, engineers, and professionals working in materials science, nanotechnology, and renewable energy. It is particularly relevant for those seeking to harness the unique properties of graphite and graphene for innovative solutions in energy and sensing technologies. Whether you are developing next-generation batteries or creating ultra-sensitive biosensors, this volume offers valuable insights into the future of carbon-based materials.. Subjects: "
Ageing with Smartphones in Urban Italy,"‘Who am I at this (st)age? Where am I and where should I be, and how and where should I live?’ These questions, which individuals ask themselves throughout their lives, are among the central themes of this book, which presents an anthropological account of the everyday experiences of age and ageing in an inner-city neighbourhood in Milan, and in places and spaces beyond.Ageing with Smartphones in Urban Italy explores ageing and digital technologies amidst a backdrop of rapid global technological innovation, including mHealth (mobile health) and smart cities, and a number of wider socio-economic and technological transformations that have brought about significant changes in how people live, work and retire, and how they communicate and care for each other. Based on 16 months of urban digital ethnographic research in Milan, the smartphone is shown to be a ‘constant companion’ in, of and for contemporary life. It accompanies people throughout the day and night, and through individual and collective experiences of movement, change and rupture. Smartphone practices tap into and reflect the moral anxieties of the present moment, while posing questions related to life values and purpose, identities and belonging, privacy and sociability. Through her extensive investigation, Shireen Walton argues that ageing with smartphones in this contemporary urban Italian context is about living with ambiguity, change and contradiction, as well as developing curiosities about a changing world, our changing selves, and changing relationships with and to others. Ageing with smartphones is about figuring out how best to live together, differently.",,UCL Press,https://directory.doabooks.org/handle/20.500.12854/74774,10.14324/111.9781787359710,eng,"Title: Ageing with Smartphones in Urban Italy. Abstract: ‘Who am I at this (st)age? Where am I and where should I be, and how and where should I live?’ These questions, which individuals ask themselves throughout their lives, are among the central themes of this book, which presents an anthropological account of the everyday experiences of age and ageing in an inner-city neighbourhood in Milan, and in places and spaces beyond.Ageing with Smartphones in Urban Italy explores ageing and digital technologies amidst a backdrop of rapid global technological innovation, including mHealth (mobile health) and smart cities, and a number of wider socio-economic and technological transformations that have brought about significant changes in how people live, work and retire, and how they communicate and care for each other. Based on 16 months of urban digital ethnographic research in Milan, the smartphone is shown to be a ‘constant companion’ in, of and for contemporary life. It accompanies people throughout the day and night, and through individual and collective experiences of movement, change and rupture. Smartphone practices tap into and reflect the moral anxieties of the present moment, while posing questions related to life values and purpose, identities and belonging, privacy and sociability. Through her extensive investigation, Shireen Walton argues that ageing with smartphones in this contemporary urban Italian context is about living with ambiguity, change and contradiction, as well as developing curiosities about a changing world, our changing selves, and changing relationships with and to others. Ageing with smartphones is about figuring out how best to live together, differently.. Subjects: "
A literatura na língua do outro,,,Editora UNESP,https://directory.doabooks.org/handle/20.500.12854/135997,10.7476/9786557144947,por,Title: A literatura na língua do outro. Abstract: . Subjects: 
L’espace public,"Dans son acception classique, dite républicaine, l'espace public traverse une crise dont beaucoup pensent qu'il ne s'en remettra pas. Menacé aussi dans ses manifestations matérielles par la violence, l'Insécurité et les divers communautarismes ou replis sur soi, l'espace public ne semble plus pouvoir répondre aux attentes dont il avait fait l'objet par l'intermédiaire de l'aménagement. Cet ouvrage prend le contre-pied de ces Interprétations, en montrant que, loin d'avoir perdu de sa pertinence, la préoccupation pour l'espace public demeure essentielle pour affronter les défis posés par la société contemporaine, dans la mesure où la réflexion est constamment ramenée à la spatialité qui en fonde l'Intérêt et la portée. Une approche renouvelée de l'espace public est Ici proposée, qui se déploie en associant étroitement trois composantes : la matérialité, la politique, l'action, car nos analyses ne peuvent plus faire l'économie de les considérer séparément. Sa mise à l'épreuve de grands enjeux contemporains montre que l'on peut parler tout autant de régressions que d'émergences.",,Maison des Sciences de l’Homme d’Aquitaine,https://directory.doabooks.org/handle/20.500.12854/52306,10.4000/books.msha.9991,fre,"Title: L’espace public. Abstract: Dans son acception classique, dite républicaine, l'espace public traverse une crise dont beaucoup pensent qu'il ne s'en remettra pas. Menacé aussi dans ses manifestations matérielles par la violence, l'Insécurité et les divers communautarismes ou replis sur soi, l'espace public ne semble plus pouvoir répondre aux attentes dont il avait fait l'objet par l'intermédiaire de l'aménagement. Cet ouvrage prend le contre-pied de ces Interprétations, en montrant que, loin d'avoir perdu de sa pertinence, la préoccupation pour l'espace public demeure essentielle pour affronter les défis posés par la société contemporaine, dans la mesure où la réflexion est constamment ramenée à la spatialité qui en fonde l'Intérêt et la portée. Une approche renouvelée de l'espace public est Ici proposée, qui se déploie en associant étroitement trois composantes : la matérialité, la politique, l'action, car nos analyses ne peuvent plus faire l'économie de les considérer séparément. Sa mise à l'épreuve de grands enjeux contemporains montre que l'on peut parler tout autant de régressions que d'émergences.. Subjects: "
"The Bible, Quran, and COVID-19 Vaccines","This volume of the BiAS/ ERA series chooses a multi-religious approach to the religio-cultural aspects of the COVID-19 pandemic and the attempts to overcome it by vaccination. The book includes contributions focusing on African Traditional Religion, several branches of Christianity in Africa, and Islamic denominations. In contrast to other volumes, BiAS 37/ ERA 12 is not limited to a specific country – not even to the African continent. It gathers papers from the international and multi-religious workshop “COVID-19 and Religion” (November 2021, University of Bamberg) and some additional articles. The contributions to BiAS 37 focus on the vaccination debate. “Why should God, Scripture, and Church be against vaccination?” is the main question, and there are some indications that social and political factors that regulate the cultural application of religion might be more important for vaccinophobia than faith itself.",,University of Bamberg Press,https://directory.doabooks.org/handle/20.500.12854/135068,10.20378/irb-59373,eng,"Title: The Bible, Quran, and COVID-19 Vaccines. Abstract: This volume of the BiAS/ ERA series chooses a multi-religious approach to the religio-cultural aspects of the COVID-19 pandemic and the attempts to overcome it by vaccination. The book includes contributions focusing on African Traditional Religion, several branches of Christianity in Africa, and Islamic denominations. In contrast to other volumes, BiAS 37/ ERA 12 is not limited to a specific country – not even to the African continent. It gathers papers from the international and multi-religious workshop “COVID-19 and Religion” (November 2021, University of Bamberg) and some additional articles. The contributions to BiAS 37 focus on the vaccination debate. “Why should God, Scripture, and Church be against vaccination?” is the main question, and there are some indications that social and political factors that regulate the cultural application of religion might be more important for vaccinophobia than faith itself.. Subjects: "
Visual arts and medicine in early modern Europe and beyond,"This book looks beyond the traditional nexus of painting, anatomy, and optics to explore a wider, more complex network of material, institutional, and theoretical connections between visual art and medicine in early modern Europe. Focusing on the thirteenth through seventeenth centuries, the book sheds light on collaborations between painters and doctors on colour charts, handwork skills common to sculptors and surgeons, the transmission of art theory through medical texts long before the emergence of art writing itself as an independent genre, and the kinship of medical diagnosis with early modes of connoisseurship. On one level, the book proposes that visual art and medicine enjoyed a special degree of intertwinement, beyond the typical range of connections that bound the arts together in premodernity. On another level, it also demonstrates the relevance of this intertwinement to a range of pressing methodological concerns in current humanities scholarship, such as recent approaches to the history of the body, embodied knowledge, and transregional connectivity. Alongside nine chapters that explore these and other topics, the book also provides an array of little-known primary sources, translated into English from languages such as Latin, Italian, Polish, and Tibetan, along with introductions and commentary. The aim of the book is not to write a visual history of the medical profession, nor to chronicle the role that medical illustration has played in art history, but rather to rethink the broader social and epistemological standing of both disciplines.",,Manchester University Press,https://directory.doabooks.org/handle/20.500.12854/174069,10.7765/9781526182890,eng,"Title: Visual arts and medicine in early modern Europe and beyond. Abstract: This book looks beyond the traditional nexus of painting, anatomy, and optics to explore a wider, more complex network of material, institutional, and theoretical connections between visual art and medicine in early modern Europe. Focusing on the thirteenth through seventeenth centuries, the book sheds light on collaborations between painters and doctors on colour charts, handwork skills common to sculptors and surgeons, the transmission of art theory through medical texts long before the emergence of art writing itself as an independent genre, and the kinship of medical diagnosis with early modes of connoisseurship. On one level, the book proposes that visual art and medicine enjoyed a special degree of intertwinement, beyond the typical range of connections that bound the arts together in premodernity. On another level, it also demonstrates the relevance of this intertwinement to a range of pressing methodological concerns in current humanities scholarship, such as recent approaches to the history of the body, embodied knowledge, and transregional connectivity. Alongside nine chapters that explore these and other topics, the book also provides an array of little-known primary sources, translated into English from languages such as Latin, Italian, Polish, and Tibetan, along with introductions and commentary. The aim of the book is not to write a visual history of the medical profession, nor to chronicle the role that medical illustration has played in art history, but rather to rethink the broader social and epistemological standing of both disciplines.. Subjects: "
Estudios sobre la Universidad de Tortosa (1600-1717),"This book aims to study the history of the University of Tortosa from its canonical erection in 1600 to 1717, when it was transferred to Cervera. Through four chapters the place of the University of Tortosa in the set of the Universities of the Crown of Aragon is studied, through the proposopography of rectors, lecturers and graduates. It was a Convent-University run by the Order of Preachers that exclusively taught Philosophy and Theology. The documentary appendix includes the Statutes of the Colegio de San Matías and San Jaime, the Statutes of the University, as well as the list of graduates that has been preserved for the periods 1600-1623 and 1659-1717. Among them, there are numerous regular and secular clergymen from Valencia, Catalonia, Aragon and Mallorca.---Este libro pretende estudiar la historia de la Universidad de Tortosa desde su erección canónica en 1600 hasta 1717, año en el que fue transferida a Cervera. A través de cuatro capítulos, se estudia el lugar de la Universidad de Tortosa en el conjunto de las Universidades de la Corona de Aragón, mediante la proposopografía de rectores, lectores y graduados. Era un Convento-Universidad que estaba en manos de la Orden de Predicadores, y en el que se enseñaba exclusivamente Filosofía y Teología. El apéndice documental incluye los Estatutos del Colegio de San Matías y San Jaime, los Estatutos de la Universidad, así como la relación de los graduados que se ha conservado para los períodos 1600-1623 y 1659-1717. Entre ellos, se encuentran numerosos clérigos regulares y seculares de Valencia, Cataluña, Aragón y Mallorca.",,Universidad Carlos III de Madrid. Figuerola Institute of Social Science History,https://directory.doabooks.org/handle/20.500.12854/46905,,spa,"Title: Estudios sobre la Universidad de Tortosa (1600-1717). Abstract: This book aims to study the history of the University of Tortosa from its canonical erection in 1600 to 1717, when it was transferred to Cervera. Through four chapters the place of the University of Tortosa in the set of the Universities of the Crown of Aragon is studied, through the proposopography of rectors, lecturers and graduates. It was a Convent-University run by the Order of Preachers that exclusively taught Philosophy and Theology. The documentary appendix includes the Statutes of the Colegio de San Matías and San Jaime, the Statutes of the University, as well as the list of graduates that has been preserved for the periods 1600-1623 and 1659-1717. Among them, there are numerous regular and secular clergymen from Valencia, Catalonia, Aragon and Mallorca.---Este libro pretende estudiar la historia de la Universidad de Tortosa desde su erección canónica en 1600 hasta 1717, año en el que fue transferida a Cervera. A través de cuatro capítulos, se estudia el lugar de la Universidad de Tortosa en el conjunto de las Universidades de la Corona de Aragón, mediante la proposopografía de rectores, lectores y graduados. Era un Convento-Universidad que estaba en manos de la Orden de Predicadores, y en el que se enseñaba exclusivamente Filosofía y Teología. El apéndice documental incluye los Estatutos del Colegio de San Matías y San Jaime, los Estatutos de la Universidad, así como la relación de los graduados que se ha conservado para los períodos 1600-1623 y 1659-1717. Entre ellos, se encuentran numerosos clérigos regulares y seculares de Valencia, Cataluña, Aragón y Mallorca.. Subjects: "
Applications of Remote Sensing/ GIS in Water Resources and Flooding Risk Managements,"Remote sensing and GIS play critical roles in water resource and flood inundation mapping and risk management. Remote sensing provides data sources for mapping water resources (snow and glaciers, water bodies, soil moisture and groundwater), measuring hydrological fluxes (ET, precipitation and river discharge), and monitoring drought and flooding inundation, while GIS provides the best tools for water resources, drought and flooding risk management and for setting up hydrologic models, inputting data processing and output analyses and visualizations. This Special Issue Book presents the best practices, cutting-edge technologies and applications of remote sensing, GIS and hydrologic models for water resources mapping, satellite rainfall measurements, runoff simulation, water body and flood inundation mapping and risk management. The latest technologies applied include 3D model analysis and visualization of glaciers, UAV video image classification for turf grass mapping and irrigation planning, ground penetration radar for soil moisture estimates, TRMM and GPM satellite rainfall measurements, storm hyetograph analysis, rainfall runoff and urban flooding simulation, satellite radar and optical image classification for urban water bodies and flooding inundation. The application of these technologies is expected to greatly relieve the pressures on water resources and assist in better mitigating and adapting to the impact of drought and flooding.",,MDPI - Multidisciplinary Digital Publishing Institute,https://directory.doabooks.org/handle/20.500.12854/41076,,eng,"Title: Applications of Remote Sensing/ GIS in Water Resources and Flooding Risk Managements. Abstract: Remote sensing and GIS play critical roles in water resource and flood inundation mapping and risk management. Remote sensing provides data sources for mapping water resources (snow and glaciers, water bodies, soil moisture and groundwater), measuring hydrological fluxes (ET, precipitation and river discharge), and monitoring drought and flooding inundation, while GIS provides the best tools for water resources, drought and flooding risk management and for setting up hydrologic models, inputting data processing and output analyses and visualizations. This Special Issue Book presents the best practices, cutting-edge technologies and applications of remote sensing, GIS and hydrologic models for water resources mapping, satellite rainfall measurements, runoff simulation, water body and flood inundation mapping and risk management. The latest technologies applied include 3D model analysis and visualization of glaciers, UAV video image classification for turf grass mapping and irrigation planning, ground penetration radar for soil moisture estimates, TRMM and GPM satellite rainfall measurements, storm hyetograph analysis, rainfall runoff and urban flooding simulation, satellite radar and optical image classification for urban water bodies and flooding inundation. The application of these technologies is expected to greatly relieve the pressures on water resources and assist in better mitigating and adapting to the impact of drought and flooding.. Subjects: "
Chapter The influence of South Korean film art on slum tourism in South Korea in the 21st century,,,Wydawnictwo Uniwersytetu Łódzkiego,https://directory.doabooks.org/handle/20.500.12854/156286,10.18778/8331-316-0.12,pol,Title: Chapter The influence of South Korean film art on slum tourism in South Korea in the 21st century. Abstract: . Subjects: 
